A_Stkcd,Enddt,ROETTM
000989.SZ,2015/6/30,24.3127
000990.SZ,2015/6/30,3.1426
000997.SZ,2015/6/30,17.563
000998.SZ,2015/6/30,20.1693
000999.SZ,2015/6/30,14.9861
001696.SZ,2015/6/30,10.7837
001872.SZ,2015/6/30,10.219
001914.SZ,2015/6/30,12.2415
001979.SZ,2015/6/30,20.6474
002001.SZ,2015/6/30,6.524
002003.SZ,2015/6/30,14.3355
002004.SZ,2015/6/30,8.17
002007.SZ,2015/6/30,16.7305
002008.SZ,2015/6/30,18.4532
002009.SZ,2015/6/30,8.833
002010.SZ,2015/6/30,13.7881
002012.SZ,2015/6/30,2.3007
002014.SZ,2015/6/30,10.9844
002016.SZ,2015/6/30,0.5501
002017.SZ,2015/6/30,8.3443
002019.SZ,2015/6/30,11.9901
002020.SZ,2015/6/30,9.5489
002022.SZ,2015/6/30,16.4492
002024.SZ,2015/6/30,6.5975
002025.SZ,2015/6/30,11.9997
002026.SZ,2015/6/30,4.8328
002027.SZ,2015/6/30,487.1085
002028.SZ,2015/6/30,12.5889
002029.SZ,2015/6/30,5.1229
002030.SZ,2015/6/30,17.0819
002031.SZ,2015/6/30,4.863
002032.SZ,2015/6/30,19.2554
002033.SZ,2015/6/30,10.4494
002034.SZ,2015/6/30,-3.0521
002035.SZ,2015/6/30,18.9359
002036.SZ,2015/6/30,33.81
002037.SZ,2015/6/30,10.5525
002038.SZ,2015/6/30,20.4981
002039.SZ,2015/6/30,22.1098
002040.SZ,2015/6/30,3.1227
002041.SZ,2015/6/30,19.1903
002042.SZ,2015/6/30,7.0169
002043.SZ,2015/6/30,6.7047
002044.SZ,2015/6/30,36.4668
002045.SZ,2015/6/30,6.0741
002046.SZ,2015/6/30,-1.6054
002048.SZ,2015/6/30,8.0163
002049.SZ,2015/6/30,11.3908
002050.SZ,2015/6/30,15.8918
002051.SZ,2015/6/30,14.4583
002053.SZ,2015/6/30,8.2368
002054.SZ,2015/6/30,17.1336
002055.SZ,2015/6/30,5.8966
002056.SZ,2015/6/30,10.7844
002057.SZ,2015/6/30,3.2469
002058.SZ,2015/6/30,0.138
002059.SZ,2015/6/30,4.5481
002060.SZ,2015/6/30,3.9232
002061.SZ,2015/6/30,-15.1569
002062.SZ,2015/6/30,9.0283
002063.SZ,2015/6/30,11.5735
002064.SZ,2015/6/30,11.7786
002065.SZ,2015/6/30,16.2431
002068.SZ,2015/6/30,5.5138
002073.SZ,2015/6/30,4.8372
002074.SZ,2015/6/30,14.9
002076.SZ,2015/6/30,2.8731
002078.SZ,2015/6/30,7.6191
002079.SZ,2015/6/30,2.5392
002080.SZ,2015/6/30,11.275
002081.SZ,2015/6/30,24.4158
002082.SZ,2015/6/30,7.6778
002083.SZ,2015/6/30,3.3651
002084.SZ,2015/6/30,5.4829
002085.SZ,2015/6/30,27.1525
002087.SZ,2015/6/30,4.4344
002088.SZ,2015/6/30,4.0618
002089.SZ,2015/6/30,8.8833
002090.SZ,2015/6/30,15.436
002091.SZ,2015/6/30,14.4187
002092.SZ,2015/6/30,1.922
002093.SZ,2015/6/30,2.7442
002095.SZ,2015/6/30,6.1729
002096.SZ,2015/6/30,8.3373
002097.SZ,2015/6/30,-0.1859
002098.SZ,2015/6/30,9.8504
002099.SZ,2015/6/30,11.1929
002100.SZ,2015/6/30,12.2064
002101.SZ,2015/6/30,7.9221
002103.SZ,2015/6/30,1.8204
002104.SZ,2015/6/30,23.9965
002105.SZ,2015/6/30,0.991
002106.SZ,2015/6/30,-2.8518
002108.SZ,2015/6/30,10.977
002110.SZ,2015/6/30,-8.3668
002111.SZ,2015/6/30,6.4032
002115.SZ,2015/6/30,5.3493
002116.SZ,2015/6/30,21.838
002117.SZ,2015/6/30,14.099
002119.SZ,2015/6/30,-6.2116
002120.SZ,2015/6/30,8.9052
002121.SZ,2015/6/30,6.2667
002124.SZ,2015/6/30,7.5914
002126.SZ,2015/6/30,9.1405
002128.SZ,2015/6/30,7.6413
002129.SZ,2015/6/30,2.3434
002130.SZ,2015/6/30,26.5986
002131.SZ,2015/6/30,9.7936
002132.SZ,2015/6/30,2.7679
002133.SZ,2015/6/30,4.1175
002135.SZ,2015/6/30,3.077
002136.SZ,2015/6/30,-0.1642
002138.SZ,2015/6/30,9.9994
002139.SZ,2015/6/30,8.8512
002140.SZ,2015/6/30,13.1687
002142.SZ,2015/6/30,16.028
002144.SZ,2015/6/30,8.9164
002146.SZ,2015/6/30,20.1379
002148.SZ,2015/6/30,-0.3154
002149.SZ,2015/6/30,-5.9714
002150.SZ,2015/6/30,10.2532
002151.SZ,2015/6/30,1.0274
002152.SZ,2015/6/30,20.9221
002153.SZ,2015/6/30,19.0777
002154.SZ,2015/6/30,5.1277
002155.SZ,2015/6/30,3.6469
002156.SZ,2015/6/30,4.2045
002157.SZ,2015/6/30,11.5315
002158.SZ,2015/6/30,9.9361
002161.SZ,2015/6/30,3.9451
002165.SZ,2015/6/30,9.7064
002166.SZ,2015/6/30,5.0958
002169.SZ,2015/6/30,9.8936
002170.SZ,2015/6/30,7.855
002171.SZ,2015/6/30,6.0547
002174.SZ,2015/6/30,41.881
002176.SZ,2015/6/30,2.1585
002177.SZ,2015/6/30,6.8596
002179.SZ,2015/6/30,15.0143
002180.SZ,2015/6/30,54.1045
002181.SZ,2015/6/30,-10.7235
002182.SZ,2015/6/30,3.107
002183.SZ,2015/6/30,8.4355
002184.SZ,2015/6/30,9.6137
002185.SZ,2015/6/30,13.0051
002186.SZ,2015/6/30,9.8842
002187.SZ,2015/6/30,10.1209
002189.SZ,2015/6/30,3.1762
002190.SZ,2015/6/30,4.2462
002191.SZ,2015/6/30,17.3117
002193.SZ,2015/6/30,0.1433
002194.SZ,2015/6/30,6.1404
002195.SZ,2015/6/30,6.5502
002196.SZ,2015/6/30,1.8948
002197.SZ,2015/6/30,5.0213
002201.SZ,2015/6/30,4.1377
002202.SZ,2015/6/30,18.513
002203.SZ,2015/6/30,13.6348
002204.SZ,2015/6/30,0.3239
002205.SZ,2015/6/30,4.8435
002206.SZ,2015/6/30,8.2605
002208.SZ,2015/6/30,7.8362
002209.SZ,2015/6/30,1.7026
002210.SZ,2015/6/30,18.6456
002212.SZ,2015/6/30,2.9668
002213.SZ,2015/6/30,3.3682
002214.SZ,2015/6/30,5.4483
002215.SZ,2015/6/30,12.3967
002216.SZ,2015/6/30,3.9837
002217.SZ,2015/6/30,8.5493
002218.SZ,2015/6/30,-0.0702
002221.SZ,2015/6/30,6.255
002222.SZ,2015/6/30,-2.0274
002223.SZ,2015/6/30,17.8206
002224.SZ,2015/6/30,17.3682
002225.SZ,2015/6/30,6.6552
002226.SZ,2015/6/30,4.0009
002227.SZ,2015/6/30,8.4931
002228.SZ,2015/6/30,8.3182
002229.SZ,2015/6/30,0.2869
002230.SZ,2015/6/30,10.5111
002232.SZ,2015/6/30,0.8079
002233.SZ,2015/6/30,10.5023
002236.SZ,2015/6/30,19.7654
002238.SZ,2015/6/30,10.6029
002239.SZ,2015/6/30,2.4756
002241.SZ,2015/6/30,17.971
002242.SZ,2015/6/30,19.3502
002243.SZ,2015/6/30,-3.5306
002244.SZ,2015/6/30,10.837
002245.SZ,2015/6/30,15.5372
002246.SZ,2015/6/30,5.8228
002247.SZ,2015/6/30,10.2825
002249.SZ,2015/6/30,8.7805
002250.SZ,2015/6/30,15.4495
002251.SZ,2015/6/30,6.2671
002252.SZ,2015/6/30,11.7272
002253.SZ,2015/6/30,1.4119
002254.SZ,2015/6/30,6.0448
002258.SZ,2015/6/30,8.6812
002261.SZ,2015/6/30,8.6394
002262.SZ,2015/6/30,14.4447
002266.SZ,2015/6/30,3.1809
002267.SZ,2015/6/30,12.5422
002268.SZ,2015/6/30,10.2279
002270.SZ,2015/6/30,27.2221
002271.SZ,2015/6/30,17.4704
002273.SZ,2015/6/30,10.8319
002274.SZ,2015/6/30,-4.9289
002275.SZ,2015/6/30,19.7005
002276.SZ,2015/6/30,8.8721
002277.SZ,2015/6/30,10.4922
002278.SZ,2015/6/30,5.191
002279.SZ,2015/6/30,6.966
002280.SZ,2015/6/30,26.8072
002281.SZ,2015/6/30,6.4419
002282.SZ,2015/6/30,3.4978
002283.SZ,2015/6/30,4.2935
002284.SZ,2015/6/30,7.2705
002285.SZ,2015/6/30,12.7716
002286.SZ,2015/6/30,1.7437
002287.SZ,2015/6/30,17.2866
002290.SZ,2015/6/30,-14.6259
002292.SZ,2015/6/30,18.6225
002293.SZ,2015/6/30,18.2314
002294.SZ,2015/6/30,29.5844
002296.SZ,2015/6/30,7.5563
002298.SZ,2015/6/30,1.2339
002299.SZ,2015/6/30,-6.0867
002300.SZ,2015/6/30,16.1021
002301.SZ,2015/6/30,-0.3391
002302.SZ,2015/6/30,9.8876
002303.SZ,2015/6/30,12.6645
002304.SZ,2015/6/30,23.3075
002305.SZ,2015/6/30,9.1298
002308.SZ,2015/6/30,4.142
002309.SZ,2015/6/30,1.1653
002310.SZ,2015/6/30,7.7283
002311.SZ,2015/6/30,13.5094
002313.SZ,2015/6/30,-2.0273
002314.SZ,2015/6/30,0.5264
002315.SZ,2015/6/30,7.9725
002317.SZ,2015/6/30,13.1146
002318.SZ,2015/6/30,6.575
002319.SZ,2015/6/30,0.4677
002320.SZ,2015/6/30,6.1209
002322.SZ,2015/6/30,4.157
002324.SZ,2015/6/30,14.6865
002325.SZ,2015/6/30,9.9092
002326.SZ,2015/6/30,9.0963
002327.SZ,2015/6/30,17.413
002328.SZ,2015/6/30,4.2772
002329.SZ,2015/6/30,6.7021
002331.SZ,2015/6/30,4.9582
002332.SZ,2015/6/30,5.8591
002333.SZ,2015/6/30,8.7558
002334.SZ,2015/6/30,10.0779
002335.SZ,2015/6/30,8.2781
002338.SZ,2015/6/30,8.0872
002339.SZ,2015/6/30,9.8056
002340.SZ,2015/6/30,5.5669
002341.SZ,2015/6/30,2.5273
002342.SZ,2015/6/30,1.0986
002344.SZ,2015/6/30,17.1931
002345.SZ,2015/6/30,9.5069
002346.SZ,2015/6/30,9.0075
002348.SZ,2015/6/30,3.3905
002349.SZ,2015/6/30,3.5617
002350.SZ,2015/6/30,6.0095
002351.SZ,2015/6/30,5.8785
002352.SZ,2015/6/30,2.7859
002353.SZ,2015/6/30,8.4456
002354.SZ,2015/6/30,35.6529
002355.SZ,2015/6/30,1.4032
002356.SZ,2015/6/30,6.4874
002357.SZ,2015/6/30,23.0986
002358.SZ,2015/6/30,10.8519
002360.SZ,2015/6/30,11.4151
002361.SZ,2015/6/30,8.1275
002363.SZ,2015/6/30,3.8988
002364.SZ,2015/6/30,13.6783
002365.SZ,2015/6/30,2.2416
002366.SZ,2015/6/30,22.9214
002367.SZ,2015/6/30,21.9434
002368.SZ,2015/6/30,7.3754
002370.SZ,2015/6/30,6.518
002371.SZ,2015/6/30,2.2602
002372.SZ,2015/6/30,19.7198
002373.SZ,2015/6/30,26.8265
002375.SZ,2015/6/30,15.2614
002376.SZ,2015/6/30,6.011
002378.SZ,2015/6/30,-0.1607
002380.SZ,2015/6/30,5.0341
002381.SZ,2015/6/30,10.4719
002382.SZ,2015/6/30,11.8313
002384.SZ,2015/6/30,2.7766
002385.SZ,2015/6/30,12.0986
002386.SZ,2015/6/30,0.3546
002388.SZ,2015/6/30,0.9754
002389.SZ,2015/6/30,3.3939
002390.SZ,2015/6/30,7.3438
002391.SZ,2015/6/30,8.8031
002392.SZ,2015/6/30,5.9922
002393.SZ,2015/6/30,3.5299
002394.SZ,2015/6/30,11.5517
002395.SZ,2015/6/30,1.345
002396.SZ,2015/6/30,9.8775
002397.SZ,2015/6/30,11.7402
002398.SZ,2015/6/30,11.5304
002399.SZ,2015/6/30,6.0011
002400.SZ,2015/6/30,20.5121
002401.SZ,2015/6/30,7.6536
002402.SZ,2015/6/30,6.0614
002403.SZ,2015/6/30,6.0538
002404.SZ,2015/6/30,5.91
002405.SZ,2015/6/30,5.2185
002406.SZ,2015/6/30,5.4031
002407.SZ,2015/6/30,1.6555
002408.SZ,2015/6/30,5.1297
002409.SZ,2015/6/30,5.1451
002410.SZ,2015/6/30,15.0074
002414.SZ,2015/6/30,2.541
002415.SZ,2015/6/30,34.542
002416.SZ,2015/6/30,1.1711
002419.SZ,2015/6/30,10.396
002421.SZ,2015/6/30,7.1619
002422.SZ,2015/6/30,7.8914
002423.SZ,2015/6/30,-3.035
002424.SZ,2015/6/30,14.8539
002425.SZ,2015/6/30,0.725
002426.SZ,2015/6/30,5.1611
002427.SZ,2015/6/30,5.5148
002430.SZ,2015/6/30,4.1975
002431.SZ,2015/6/30,8.9428
002433.SZ,2015/6/30,5.3072
002434.SZ,2015/6/30,9.1417
002435.SZ,2015/6/30,5.1433
002436.SZ,2015/6/30,4.9831
002437.SZ,2015/6/30,17.263
002438.SZ,2015/6/30,4.3939
002439.SZ,2015/6/30,15.1878
002440.SZ,2015/6/30,20.7145
002441.SZ,2015/6/30,9.0931
002443.SZ,2015/6/30,4.7229
002444.SZ,2015/6/30,12.0771
002445.SZ,2015/6/30,4.1833
002446.SZ,2015/6/30,7.062
002448.SZ,2015/6/30,9.6308
002449.SZ,2015/6/30,6.0919
002452.SZ,2015/6/30,6.5464
002454.SZ,2015/6/30,11.54
002455.SZ,2015/6/30,7.0735
002456.SZ,2015/6/30,11.2549
002457.SZ,2015/6/30,2.0363
002460.SZ,2015/6/30,6.9451
002461.SZ,2015/6/30,2.0571
002462.SZ,2015/6/30,11.6879
002463.SZ,2015/6/30,-2.2487
002465.SZ,2015/6/30,9.7218
002466.SZ,2015/6/30,5.3508
002467.SZ,2015/6/30,9.7223
002468.SZ,2015/6/30,0.6691
002469.SZ,2015/6/30,13.748
002470.SZ,2015/6/30,13.8255
002471.SZ,2015/6/30,6.3346
002472.SZ,2015/6/30,8.381
002474.SZ,2015/6/30,0.3617
002475.SZ,2015/6/30,15.7773
002476.SZ,2015/6/30,3.5723
002478.SZ,2015/6/30,7.8939
002479.SZ,2015/6/30,7.9085
002481.SZ,2015/6/30,7.8389
002482.SZ,2015/6/30,10.998
002483.SZ,2015/6/30,2.9489
002484.SZ,2015/6/30,8.9298
002487.SZ,2015/6/30,3.58
002488.SZ,2015/6/30,4.2828
002489.SZ,2015/6/30,17.4832
002491.SZ,2015/6/30,5.7047
002492.SZ,2015/6/30,3.0442
002493.SZ,2015/6/30,-1.9367
002494.SZ,2015/6/30,4.2943
002495.SZ,2015/6/30,3.757
002496.SZ,2015/6/30,6.6716
002497.SZ,2015/6/30,8.3367
002498.SZ,2015/6/30,7.5314
002500.SZ,2015/6/30,18.3836
002502.SZ,2015/6/30,2.6455
002507.SZ,2015/6/30,11.2358
002508.SZ,2015/6/30,24.6112
002510.SZ,2015/6/30,10.4327
002511.SZ,2015/6/30,3.2254
002515.SZ,2015/6/30,1.4575
002516.SZ,2015/6/30,10.7796
002518.SZ,2015/6/30,10.7656
002519.SZ,2015/6/30,8.1837
002520.SZ,2015/6/30,6.72
002521.SZ,2015/6/30,8.6004
002522.SZ,2015/6/30,4.4533
002523.SZ,2015/6/30,1.8842
002527.SZ,2015/6/30,10.0256
002530.SZ,2015/6/30,5.659
002531.SZ,2015/6/30,9.6297
002532.SZ,2015/6/30,9.382
002533.SZ,2015/6/30,7.0291
002534.SZ,2015/6/30,-8.0962
002536.SZ,2015/6/30,2.591
002537.SZ,2015/6/30,5.7679
002538.SZ,2015/6/30,10.3277
002539.SZ,2015/6/30,6.0989
002540.SZ,2015/6/30,10.2557
002541.SZ,2015/6/30,5.5212
002542.SZ,2015/6/30,9.7917
002543.SZ,2015/6/30,11.1319
002544.SZ,2015/6/30,6.9377
002545.SZ,2015/6/30,2.1214
002546.SZ,2015/6/30,11.7969
002548.SZ,2015/6/30,8.1082
002549.SZ,2015/6/30,-3.4589
002550.SZ,2015/6/30,12.6056
002551.SZ,2015/6/30,8.4661
002553.SZ,2015/6/30,11.161
002554.SZ,2015/6/30,8.2658
002555.SZ,2015/6/30,8.8464
002556.SZ,2015/6/30,8.5255
002557.SZ,2015/6/30,12.351
002558.SZ,2015/6/30,1.709
002559.SZ,2015/6/30,6.5862
002560.SZ,2015/6/30,4.2056
002561.SZ,2015/6/30,14.333
002563.SZ,2015/6/30,14.1862
002566.SZ,2015/6/30,5.8093
002567.SZ,2015/6/30,4.7653
002568.SZ,2015/6/30,48.6226
002572.SZ,2015/6/30,18.8034
002573.SZ,2015/6/30,13.5135
002574.SZ,2015/6/30,3.8081
002576.SZ,2015/6/30,-2.3078
002579.SZ,2015/6/30,3.8789
002580.SZ,2015/6/30,2.1751
002582.SZ,2015/6/30,3.5338
002583.SZ,2015/6/30,5.0895
002585.SZ,2015/6/30,2.047
002586.SZ,2015/6/30,5.6746
002587.SZ,2015/6/30,5.0738
002588.SZ,2015/6/30,16.9473
002589.SZ,2015/6/30,6.6701
002590.SZ,2015/6/30,11.4282
002592.SZ,2015/6/30,8.7959
002593.SZ,2015/6/30,2.482
002594.SZ,2015/6/30,2.0879
002595.SZ,2015/6/30,21.9488
002596.SZ,2015/6/30,0.8082
002597.SZ,2015/6/30,9.9266
002598.SZ,2015/6/30,9.0986
002599.SZ,2015/6/30,2.1802
002600.SZ,2015/6/30,1.3545
002601.SZ,2015/6/30,4.1042
002603.SZ,2015/6/30,7.9654
002605.SZ,2015/6/30,11.9274
002606.SZ,2015/6/30,0.6587
002607.SZ,2015/6/30,-9.2916
002609.SZ,2015/6/30,12.7428
002612.SZ,2015/6/30,2.934
002614.SZ,2015/6/30,6.5148
002615.SZ,2015/6/30,7.1699
002616.SZ,2015/6/30,5.8502
002617.SZ,2015/6/30,-2.9473
002620.SZ,2015/6/30,5.7331
002623.SZ,2015/6/30,3.0493
002624.SZ,2015/6/30,24.4436
002626.SZ,2015/6/30,12.5133
002627.SZ,2015/6/30,6.3696
002628.SZ,2015/6/30,4.4523
002631.SZ,2015/6/30,9.9492
002632.SZ,2015/6/30,2.8092
002634.SZ,2015/6/30,4.9544
002635.SZ,2015/6/30,6.4053
002637.SZ,2015/6/30,3.5532
002639.SZ,2015/6/30,-0.215
002640.SZ,2015/6/30,5.1559
002641.SZ,2015/6/30,9.4469
002643.SZ,2015/6/30,5.3962
002644.SZ,2015/6/30,3.1222
002645.SZ,2015/6/30,0.3109
002646.SZ,2015/6/30,14.293
002648.SZ,2015/6/30,-7.6511
002649.SZ,2015/6/30,13.7679
002650.SZ,2015/6/30,10.8387
002651.SZ,2015/6/30,8.2201
002652.SZ,2015/6/30,7.38
002653.SZ,2015/6/30,20.5903
002654.SZ,2015/6/30,2.8443
002657.SZ,2015/6/30,8.3828
002658.SZ,2015/6/30,16.2501
002661.SZ,2015/6/30,9.3701
002662.SZ,2015/6/30,12.0778
002663.SZ,2015/6/30,9.0247
002664.SZ,2015/6/30,13.9849
002666.SZ,2015/6/30,6.7421
002667.SZ,2015/6/30,4.6099
002669.SZ,2015/6/30,15.8503
002672.SZ,2015/6/30,11.1501
002673.SZ,2015/6/30,17.4445
002674.SZ,2015/6/30,4.6984
002675.SZ,2015/6/30,8.2628
002677.SZ,2015/6/30,15.2557
002678.SZ,2015/6/30,7.6748
002679.SZ,2015/6/30,6.2753
002682.SZ,2015/6/30,1.9597
002683.SZ,2015/6/30,7.2178
002685.SZ,2015/6/30,2.0981
002686.SZ,2015/6/30,10.7812
002687.SZ,2015/6/30,8.1549
002688.SZ,2015/6/30,8.0538
002690.SZ,2015/6/30,14.7362
002691.SZ,2015/6/30,4.0789
002695.SZ,2015/6/30,5.2663
002696.SZ,2015/6/30,4.7552
002697.SZ,2015/6/30,9.0165
002698.SZ,2015/6/30,11.163
002700.SZ,2015/6/30,14.0776
002701.SZ,2015/6/30,24.0216
002702.SZ,2015/6/30,1.5649
002705.SZ,2015/6/30,10.7882
002706.SZ,2015/6/30,13.7493
002709.SZ,2015/6/30,7.1321
002714.SZ,2015/6/30,10.4777
002718.SZ,2015/6/30,19.9657
002719.SZ,2015/6/30,4.6576
002722.SZ,2015/6/30,7.994
002724.SZ,2015/6/30,8.2897
002725.SZ,2015/6/30,8.3592
002726.SZ,2015/6/30,6.7723
002727.SZ,2015/6/30,14.9365
002728.SZ,2015/6/30,9.4841
002729.SZ,2015/6/30,8.117
002730.SZ,2015/6/30,8.0451
002731.SZ,2015/6/30,8.7008
002732.SZ,2015/6/30,11.3837
002733.SZ,2015/6/30,9.0653
002734.SZ,2015/6/30,6.701
002735.SZ,2015/6/30,7.1948
002736.SZ,2015/6/30,27.3262
002737.SZ,2015/6/30,13.5766
002738.SZ,2015/6/30,7.1599
002743.SZ,2015/6/30,4.5866
002745.SZ,2015/6/30,16.6679
002746.SZ,2015/6/30,4.0425
002747.SZ,2015/6/30,8.8431
002749.SZ,2015/6/30,14.054
002752.SZ,2015/6/30,8.9326
002753.SZ,2015/6/30,6.7642
002755.SZ,2015/6/30,7.9684
002756.SZ,2015/6/30,8.3857
002757.SZ,2015/6/30,9.542
002758.SZ,2015/6/30,9.5713
002761.SZ,2015/6/30,6.2993
002762.SZ,2015/6/30,10.9965
002763.SZ,2015/6/30,11.2312
002767.SZ,2015/6/30,10.1898
002768.SZ,2015/6/30,10.4184
002769.SZ,2015/6/30,15.9502
002771.SZ,2015/6/30,10.1067
002772.SZ,2015/6/30,9.9986
002773.SZ,2015/6/30,14.0969
002777.SZ,2015/6/30,28.1472
002778.SZ,2015/6/30,9.1063
002779.SZ,2015/6/30,16.3541
002782.SZ,2015/6/30,12.8718
002783.SZ,2015/6/30,15.4655
002788.SZ,2015/6/30,
002790.SZ,2015/6/30,
002791.SZ,2015/6/30,
002792.SZ,2015/6/30,
002797.SZ,2015/6/30,17.5678
002798.SZ,2015/6/30,12.6694
002801.SZ,2015/6/30,
002802.SZ,2015/6/30,12.0276
002815.SZ,2015/6/30,
002818.SZ,2015/6/30,16.245
300001.SZ,2015/6/30,11.8855
300002.SZ,2015/6/30,10.9231
300003.SZ,2015/6/30,15.091
300004.SZ,2015/6/30,3.7318
300005.SZ,2015/6/30,23.0896
300006.SZ,2015/6/30,4.6197
300007.SZ,2015/6/30,6.2266
300008.SZ,2015/6/30,5.4982
300009.SZ,2015/6/30,16.3417
300011.SZ,2015/6/30,12.5899
300012.SZ,2015/6/30,10.4839
300013.SZ,2015/6/30,1.5
300014.SZ,2015/6/30,9.0902
300015.SZ,2015/6/30,17.0939
300016.SZ,2015/6/30,15.027
300017.SZ,2015/6/30,31.8422
300018.SZ,2015/6/30,6.2081
300019.SZ,2015/6/30,14.0801
300020.SZ,2015/6/30,9.9754
300021.SZ,2015/6/30,5.1096
300026.SZ,2015/6/30,13.5973
300027.SZ,2015/6/30,17.3372
300030.SZ,2015/6/30,7.0091
300031.SZ,2015/6/30,8.4006
300033.SZ,2015/6/30,19.5205
300034.SZ,2015/6/30,10.1093
300035.SZ,2015/6/30,6.4305
300036.SZ,2015/6/30,9.1379
300037.SZ,2015/6/30,5.6245
300039.SZ,2015/6/30,18.2194
300040.SZ,2015/6/30,-6.7553
300041.SZ,2015/6/30,9.4491
300042.SZ,2015/6/30,2.0526
300043.SZ,2015/6/30,19.2086
300044.SZ,2015/6/30,6.1703
300045.SZ,2015/6/30,6.0494
300046.SZ,2015/6/30,4.6593
300047.SZ,2015/6/30,4.4346
300048.SZ,2015/6/30,3.2933
300049.SZ,2015/6/30,8.5663
300050.SZ,2015/6/30,3.4806
300052.SZ,2015/6/30,-2.9838
300053.SZ,2015/6/30,3.4089
300054.SZ,2015/6/30,11.8034
300055.SZ,2015/6/30,10.9086
300057.SZ,2015/6/30,7.2699
300058.SZ,2015/6/30,11.2337
300059.SZ,2015/6/30,40.5818
300062.SZ,2015/6/30,3.9153
300063.SZ,2015/6/30,0.1167
300065.SZ,2015/6/30,4.1718
300066.SZ,2015/6/30,11.6804
300067.SZ,2015/6/30,13.7016
300068.SZ,2015/6/30,3.8097
300070.SZ,2015/6/30,15.2199
300071.SZ,2015/6/30,9.1076
300072.SZ,2015/6/30,27.0904
300073.SZ,2015/6/30,-3.2429
300075.SZ,2015/6/30,10.8956
300077.SZ,2015/6/30,1.2548
300078.SZ,2015/6/30,6.7167
300079.SZ,2015/6/30,6.7225
300082.SZ,2015/6/30,1.4289
300084.SZ,2015/6/30,3.85
300085.SZ,2015/6/30,4.2353
300087.SZ,2015/6/30,0.9426
300088.SZ,2015/6/30,4.4442
300091.SZ,2015/6/30,3.4422
300092.SZ,2015/6/30,2.5986
300093.SZ,2015/6/30,1.8524
300095.SZ,2015/6/30,6.6309
300096.SZ,2015/6/30,5.9314
300097.SZ,2015/6/30,2.5655
300098.SZ,2015/6/30,14.0213
300099.SZ,2015/6/30,-3.0348
300100.SZ,2015/6/30,9.5048
300101.SZ,2015/6/30,10.3662
300102.SZ,2015/6/30,1.8434
300103.SZ,2015/6/30,5.1712
300105.SZ,2015/6/30,3.9329
300107.SZ,2015/6/30,2.2691
300108.SZ,2015/6/30,7.6095
300109.SZ,2015/6/30,10.1175
300110.SZ,2015/6/30,3.0393
300112.SZ,2015/6/30,3.5566
300113.SZ,2015/6/30,19.2392
300114.SZ,2015/6/30,7.6291
300115.SZ,2015/6/30,12.4538
300117.SZ,2015/6/30,4.2029
300118.SZ,2015/6/30,5.3217
300119.SZ,2015/6/30,2.6312
300120.SZ,2015/6/30,1.1421
300121.SZ,2015/6/30,5.1459
300122.SZ,2015/6/30,6.4413
300123.SZ,2015/6/30,-0.15
300124.SZ,2015/6/30,19.3967
300126.SZ,2015/6/30,4.4397
300127.SZ,2015/6/30,7.5505
300128.SZ,2015/6/30,-0.3667
300129.SZ,2015/6/30,7.8514
300130.SZ,2015/6/30,5.7994
300131.SZ,2015/6/30,4.4634
300132.SZ,2015/6/30,3.7135
300133.SZ,2015/6/30,10.9922
300135.SZ,2015/6/30,4.7412
300136.SZ,2015/6/30,14.7265
300137.SZ,2015/6/30,6.5276
300138.SZ,2015/6/30,5.4235
300139.SZ,2015/6/30,5.3645
300141.SZ,2015/6/30,5.7417
300142.SZ,2015/6/30,4.9457
300144.SZ,2015/6/30,12.7831
300145.SZ,2015/6/30,12.9259
300146.SZ,2015/6/30,13.0777
300147.SZ,2015/6/30,6.0185
300148.SZ,2015/6/30,9.4701
300149.SZ,2015/6/30,6.8417
300150.SZ,2015/6/30,9.6176
300151.SZ,2015/6/30,5.3682
300152.SZ,2015/6/30,3.5009
300153.SZ,2015/6/30,3.6408
300154.SZ,2015/6/30,6.9226
300155.SZ,2015/6/30,5.8518
300158.SZ,2015/6/30,2.1709
300159.SZ,2015/6/30,10.207
300160.SZ,2015/6/30,4.3273
300161.SZ,2015/6/30,-2.7802
300162.SZ,2015/6/30,3.5501
300163.SZ,2015/6/30,3.3014
300164.SZ,2015/6/30,1.0877
300165.SZ,2015/6/30,3.8113
300166.SZ,2015/6/30,9.1967
300168.SZ,2015/6/30,11.5838
300170.SZ,2015/6/30,10.9579
300171.SZ,2015/6/30,14.0055
300172.SZ,2015/6/30,9.7829
300174.SZ,2015/6/30,5.3297
300175.SZ,2015/6/30,6.2504
300176.SZ,2015/6/30,3.1243
300177.SZ,2015/6/30,4.1961
300179.SZ,2015/6/30,6.1344
300180.SZ,2015/6/30,9.6194
300181.SZ,2015/6/30,8.746
300182.SZ,2015/6/30,17.0705
300183.SZ,2015/6/30,13.5687
300185.SZ,2015/6/30,2.4259
300187.SZ,2015/6/30,5.9737
300188.SZ,2015/6/30,11.5937
300190.SZ,2015/6/30,7.7693
300191.SZ,2015/6/30,0.8508
300192.SZ,2015/6/30,5.2515
300193.SZ,2015/6/30,2.8744
300194.SZ,2015/6/30,1.9012
300196.SZ,2015/6/30,15.0379
300197.SZ,2015/6/30,8.8402
300198.SZ,2015/6/30,2.6949
300200.SZ,2015/6/30,7.0757
300201.SZ,2015/6/30,0.7187
