A_Stkcd,Enddt,ROETTM
300203.SZ,2015/6/30,9.9295
300204.SZ,2015/6/30,15.7355
300205.SZ,2015/6/30,2.9308
300206.SZ,2015/6/30,0.3117
300207.SZ,2015/6/30,13.9874
300209.SZ,2015/6/30,0.9736
300210.SZ,2015/6/30,11.5339
300211.SZ,2015/6/30,1.5851
300212.SZ,2015/6/30,15.1922
300213.SZ,2015/6/30,8.4065
300214.SZ,2015/6/30,6.3428
300215.SZ,2015/6/30,1.4504
300217.SZ,2015/6/30,8.3397
300218.SZ,2015/6/30,5.002
300219.SZ,2015/6/30,12.0169
300221.SZ,2015/6/30,5.0778
300222.SZ,2015/6/30,8.6153
300223.SZ,2015/6/30,-0.7257
300224.SZ,2015/6/30,7.9531
300225.SZ,2015/6/30,9.4647
300226.SZ,2015/6/30,-41.5637
300227.SZ,2015/6/30,12.5998
300228.SZ,2015/6/30,12.0259
300229.SZ,2015/6/30,7.2481
300230.SZ,2015/6/30,7.009
300231.SZ,2015/6/30,16.8019
300232.SZ,2015/6/30,13.4393
300233.SZ,2015/6/30,11.8404
300234.SZ,2015/6/30,18.37
300235.SZ,2015/6/30,6.9513
300236.SZ,2015/6/30,6.9704
300237.SZ,2015/6/30,10.3288
300239.SZ,2015/6/30,1.3266
300240.SZ,2015/6/30,3.7157
300241.SZ,2015/6/30,3.7973
300243.SZ,2015/6/30,9.3654
300244.SZ,2015/6/30,17.9172
300245.SZ,2015/6/30,10.9484
300246.SZ,2015/6/30,6.474
300248.SZ,2015/6/30,7.0851
300249.SZ,2015/6/30,-0.3943
300250.SZ,2015/6/30,3.8273
300251.SZ,2015/6/30,4.7936
300252.SZ,2015/6/30,14.5395
300253.SZ,2015/6/30,17.357
300254.SZ,2015/6/30,6.8397
300255.SZ,2015/6/30,9.8426
300257.SZ,2015/6/30,8.273
300258.SZ,2015/6/30,10.6929
300259.SZ,2015/6/30,13.2926
300260.SZ,2015/6/30,1.1457
300261.SZ,2015/6/30,8.5153
300263.SZ,2015/6/30,6.649
300265.SZ,2015/6/30,4.987
300266.SZ,2015/6/30,7.2433
300267.SZ,2015/6/30,22.8775
300270.SZ,2015/6/30,9.1905
300271.SZ,2015/6/30,12.7531
300272.SZ,2015/6/30,12.2288
300274.SZ,2015/6/30,14.1044
300275.SZ,2015/6/30,-3.4647
300276.SZ,2015/6/30,5.5087
300277.SZ,2015/6/30,-8.9219
300279.SZ,2015/6/30,4.6248
300280.SZ,2015/6/30,0.5021
300281.SZ,2015/6/30,8.5377
300283.SZ,2015/6/30,3.0031
300284.SZ,2015/6/30,11.3638
300285.SZ,2015/6/30,10.2677
300286.SZ,2015/6/30,13.8442
300287.SZ,2015/6/30,7.2477
300288.SZ,2015/6/30,5.9482
300289.SZ,2015/6/30,13.1961
300290.SZ,2015/6/30,6.7974
300291.SZ,2015/6/30,4.5361
300293.SZ,2015/6/30,9.0031
300294.SZ,2015/6/30,14.7575
300296.SZ,2015/6/30,16.1797
300298.SZ,2015/6/30,16.6599
300299.SZ,2015/6/30,2.4415
300300.SZ,2015/6/30,11.3379
300302.SZ,2015/6/30,6.3133
300303.SZ,2015/6/30,15.1562
300304.SZ,2015/6/30,8.6633
300305.SZ,2015/6/30,5.8412
300306.SZ,2015/6/30,7.0402
300307.SZ,2015/6/30,-5.0084
300308.SZ,2015/6/30,1.1218
300311.SZ,2015/6/30,9.0916
300314.SZ,2015/6/30,7.7751
300316.SZ,2015/6/30,4.5133
300319.SZ,2015/6/30,8.0492
300320.SZ,2015/6/30,11.2104
300321.SZ,2015/6/30,6.4303
300322.SZ,2015/6/30,0.5449
300324.SZ,2015/6/30,12.014
300326.SZ,2015/6/30,9.554
300327.SZ,2015/6/30,6.9377
300328.SZ,2015/6/30,8.8504
300329.SZ,2015/6/30,4.9296
300331.SZ,2015/6/30,-0.0146
300332.SZ,2015/6/30,9.961
300333.SZ,2015/6/30,4.8468
300335.SZ,2015/6/30,8.0241
300338.SZ,2015/6/30,3.4777
300339.SZ,2015/6/30,7.2413
300341.SZ,2015/6/30,12.2389
300342.SZ,2015/6/30,12.9831
300346.SZ,2015/6/30,4.4454
300347.SZ,2015/6/30,16.5292
300348.SZ,2015/6/30,8.3401
300349.SZ,2015/6/30,13.7403
300352.SZ,2015/6/30,10.1308
300353.SZ,2015/6/30,7.4158
300354.SZ,2015/6/30,1.7438
300355.SZ,2015/6/30,11.2659
300357.SZ,2015/6/30,21.6011
300358.SZ,2015/6/30,16.121
300360.SZ,2015/6/30,24.1778
300363.SZ,2015/6/30,16.407
300365.SZ,2015/6/30,11.5731
300368.SZ,2015/6/30,6.7637
300369.SZ,2015/6/30,10.0772
300371.SZ,2015/6/30,16.2773
300373.SZ,2015/6/30,15.6425
300374.SZ,2015/6/30,12.8093
300375.SZ,2015/6/30,12.2108
300376.SZ,2015/6/30,17.5436
300377.SZ,2015/6/30,11.7712
300378.SZ,2015/6/30,4.2857
300379.SZ,2015/6/30,8.6397
300380.SZ,2015/6/30,8.1983
300381.SZ,2015/6/30,8.5352
300382.SZ,2015/6/30,14.1153
300383.SZ,2015/6/30,14.4824
300384.SZ,2015/6/30,18.1444
300386.SZ,2015/6/30,14.3893
300387.SZ,2015/6/30,8.1045
300388.SZ,2015/6/30,6.106
300390.SZ,2015/6/30,13.6024
300394.SZ,2015/6/30,15.1564
300395.SZ,2015/6/30,11.2864
300396.SZ,2015/6/30,11.2144
300398.SZ,2015/6/30,15.3219
300399.SZ,2015/6/30,8.6826
300401.SZ,2015/6/30,4.6912
300402.SZ,2015/6/30,3.8202
300403.SZ,2015/6/30,12.1072
300406.SZ,2015/6/30,21.1562
300407.SZ,2015/6/30,9.906
300408.SZ,2015/6/30,18.8737
300409.SZ,2015/6/30,13.0749
300412.SZ,2015/6/30,13.3723
300413.SZ,2015/6/30,7.6712
300414.SZ,2015/6/30,14.1673
300415.SZ,2015/6/30,10.5052
300416.SZ,2015/6/30,10.1574
300417.SZ,2015/6/30,9.2929
300418.SZ,2015/6/30,11.8478
300421.SZ,2015/6/30,9.143
300422.SZ,2015/6/30,11.8873
300423.SZ,2015/6/30,10.3632
300424.SZ,2015/6/30,10.0714
300425.SZ,2015/6/30,8.7037
300428.SZ,2015/6/30,10.2474
300429.SZ,2015/6/30,14.1564
300433.SZ,2015/6/30,14.0527
300435.SZ,2015/6/30,14.4277
300439.SZ,2015/6/30,12.4663
300440.SZ,2015/6/30,10.636
300441.SZ,2015/6/30,8.3362
300445.SZ,2015/6/30,11.1924
300448.SZ,2015/6/30,11.1097
300450.SZ,2015/6/30,13.8583
300451.SZ,2015/6/30,8.6416
300452.SZ,2015/6/30,10.4752
300453.SZ,2015/6/30,9.9069
300455.SZ,2015/6/30,10.1728
300456.SZ,2015/6/30,10.5598
300457.SZ,2015/6/30,11.1604
300458.SZ,2015/6/30,7.5099
300463.SZ,2015/6/30,12.917
300468.SZ,2015/6/30,10.4373
300470.SZ,2015/6/30,10.85
300474.SZ,2015/6/30,
300476.SZ,2015/6/30,9.2318
300481.SZ,2015/6/30,8.4715
300482.SZ,2015/6/30,15.9633
300485.SZ,2015/6/30,11.6604
300487.SZ,2015/6/30,9.4359
300488.SZ,2015/6/30,12.6139
300490.SZ,2015/6/30,13.2828
300492.SZ,2015/6/30,14.9389
300493.SZ,2015/6/30,13.9492
300496.SZ,2015/6/30,30.3212
300498.SZ,2015/6/30,32.3122
300500.SZ,2015/6/30,17.3875
300501.SZ,2015/6/30,
300502.SZ,2015/6/30,
300508.SZ,2015/6/30,
300509.SZ,2015/6/30,
300515.SZ,2015/6/30,
300516.SZ,2015/6/30,
300519.SZ,2015/6/30,
300529.SZ,2015/6/30,32.058
300531.SZ,2015/6/30,20.6223
300532.SZ,2015/6/30,22.5728
300539.SZ,2015/6/30,11.4259
300547.SZ,2015/6/30,23.6745
300567.SZ,2015/6/30,38.8591
300575.SZ,2015/6/30,20.4044
300579.SZ,2015/6/30,25.5263
600000.SH,2015/6/30,16.8966
600004.SH,2015/6/30,13.1585
600006.SH,2015/6/30,4.0461
600007.SH,2015/6/30,10.4765
600008.SH,2015/6/30,10.0329
600009.SH,2015/6/30,12.3632
600010.SH,2015/6/30,1.4024
600011.SH,2015/6/30,19.5095
600012.SH,2015/6/30,11.6729
600015.SH,2015/6/30,16.7171
600016.SH,2015/6/30,16.3244
600017.SH,2015/6/30,3.9594
600018.SH,2015/6/30,12.2642
600019.SH,2015/6/30,5.0564
600020.SH,2015/6/30,12.094
600021.SH,2015/6/30,15.5471
600023.SH,2015/6/30,12.9407
600026.SH,2015/6/30,2.2608
600027.SH,2015/6/30,21.8608
600028.SH,2015/6/30,5.9323
600029.SH,2015/6/30,16.2299
600030.SH,2015/6/30,15.1443
600031.SH,2015/6/30,-1.3861
600033.SH,2015/6/30,7.6457
600035.SH,2015/6/30,11.1192
600036.SH,2015/6/30,17.5948
600037.SH,2015/6/30,8.6131
600038.SH,2015/6/30,5.8225
600039.SH,2015/6/30,9.0496
600048.SH,2015/6/30,20.7526
600050.SH,2015/6/30,5.1964
600051.SH,2015/6/30,5.3236
600053.SH,2015/6/30,9.6941
600054.SH,2015/6/30,9.5371
600055.SH,2015/6/30,5.1384
600056.SH,2015/6/30,12.3139
600059.SH,2015/6/30,5.0751
600060.SH,2015/6/30,12.8145
600061.SH,2015/6/30,12.1438
600062.SH,2015/6/30,12.5268
600063.SH,2015/6/30,3.8869
600064.SH,2015/6/30,8.3399
600066.SH,2015/6/30,26.6377
600067.SH,2015/6/30,9.6286
600070.SH,2015/6/30,-6.5716
600073.SH,2015/6/30,2.0177
600075.SH,2015/6/30,2.1435
600078.SH,2015/6/30,1.3386
600079.SH,2015/6/30,6.8751
600080.SH,2015/6/30,2.3907
600081.SH,2015/6/30,20.1888
600085.SH,2015/6/30,12.4153
600088.SH,2015/6/30,4.9112
600089.SH,2015/6/30,9.2046
600095.SH,2015/6/30,0.2806
600097.SH,2015/6/30,-1.9279
600098.SH,2015/6/30,7.9629
600100.SH,2015/6/30,9.1255
600101.SH,2015/6/30,4.8656
600104.SH,2015/6/30,17.9588
600105.SH,2015/6/30,7.9297
600106.SH,2015/6/30,7.9394
600108.SH,2015/6/30,3.8186
600109.SH,2015/6/30,10.8254
600111.SH,2015/6/30,7.8358
600113.SH,2015/6/30,13.2016
600114.SH,2015/6/30,10.3161
600116.SH,2015/6/30,8.8275
600118.SH,2015/6/30,8.3201
600119.SH,2015/6/30,5.5737
600120.SH,2015/6/30,11.5519
600123.SH,2015/6/30,1.3635
600125.SH,2015/6/30,6.8358
600126.SH,2015/6/30,-9.7785
600128.SH,2015/6/30,4.483
600131.SH,2015/6/30,18.7597
600132.SH,2015/6/30,3.8651
600135.SH,2015/6/30,1.1463
600138.SH,2015/6/30,6.0506
600141.SH,2015/6/30,10.5217
600143.SH,2015/6/30,7.4172
600148.SH,2015/6/30,7.4526
600150.SH,2015/6/30,0.5478
600153.SH,2015/6/30,12.4387
600158.SH,2015/6/30,3.8728
600159.SH,2015/6/30,5.7757
600160.SH,2015/6/30,2.5287
600161.SH,2015/6/30,-2.2888
600162.SH,2015/6/30,20.4758
600166.SH,2015/6/30,1.979
600167.SH,2015/6/30,16.0531
600168.SH,2015/6/30,7.3543
600170.SH,2015/6/30,9.8209
600171.SH,2015/6/30,2.7038
600173.SH,2015/6/30,15.2014
600176.SH,2015/6/30,18.3164
600177.SH,2015/6/30,22.3378
600180.SH,2015/6/30,12.9373
600182.SH,2015/6/30,20.6086
600183.SH,2015/6/30,10.8649
600184.SH,2015/6/30,6.2751
600188.SH,2015/6/30,4.8305
600189.SH,2015/6/30,-1.3776
600190.SH,2015/6/30,3.3721
600191.SH,2015/6/30,6.6522
600192.SH,2015/6/30,2.8837
600195.SH,2015/6/30,9.7162
600196.SH,2015/6/30,13.7127
600197.SH,2015/6/30,15.1507
600199.SH,2015/6/30,3.3159
600200.SH,2015/6/30,4.1365
600201.SH,2015/6/30,23.9004
600208.SH,2015/6/30,5.9923
600210.SH,2015/6/30,4.6712
600211.SH,2015/6/30,5.894
600215.SH,2015/6/30,1.1656
600216.SH,2015/6/30,1.4082
600218.SH,2015/6/30,2.6563
600219.SH,2015/6/30,3.7239
600229.SH,2015/6/30,19.1672
600230.SH,2015/6/30,-25.7814
600231.SH,2015/6/30,-19.7963
600232.SH,2015/6/30,2.2264
600233.SH,2015/6/30,4.3126
600235.SH,2015/6/30,0.8697
600236.SH,2015/6/30,43.4462
600239.SH,2015/6/30,5.4357
600246.SH,2015/6/30,0.3251
600248.SH,2015/6/30,9.0154
600251.SH,2015/6/30,5.9527
600252.SH,2015/6/30,30.9567
600256.SH,2015/6/30,7.2838
600258.SH,2015/6/30,7.834
600261.SH,2015/6/30,12.1758
600262.SH,2015/6/30,6.4731
600266.SH,2015/6/30,7.2477
600267.SH,2015/6/30,2.517
600268.SH,2015/6/30,-18.1319
600269.SH,2015/6/30,5.399
600271.SH,2015/6/30,18.0313
600272.SH,2015/6/30,0.9911
600273.SH,2015/6/30,19.3648
600276.SH,2015/6/30,20.4474
600277.SH,2015/6/30,0.0154
600278.SH,2015/6/30,5.5077
600279.SH,2015/6/30,2.7407
600280.SH,2015/6/30,14.6338
600282.SH,2015/6/30,2.4442
600283.SH,2015/6/30,2.0342
600284.SH,2015/6/30,7.6318
600285.SH,2015/6/30,6.4814
600287.SH,2015/6/30,4.1667
600288.SH,2015/6/30,2.3279
600289.SH,2015/6/30,5.4619
600292.SH,2015/6/30,5.9075
600295.SH,2015/6/30,5.0946
600298.SH,2015/6/30,6.9688
600299.SH,2015/6/30,466.7638
600300.SH,2015/6/30,9.012
600303.SH,2015/6/30,0.4609
600305.SH,2015/6/30,15.3983
600308.SH,2015/6/30,0.982
600309.SH,2015/6/30,18.5545
600310.SH,2015/6/30,10.4794
600312.SH,2015/6/30,11.8429
600315.SH,2015/6/30,22.7236
600316.SH,2015/6/30,1.9392
600323.SH,2015/6/30,7.9834
600325.SH,2015/6/30,11.9339
600326.SH,2015/6/30,10.5586
600327.SH,2015/6/30,6.6027
600328.SH,2015/6/30,-0.9656
600329.SH,2015/6/30,10.7034
600332.SH,2015/6/30,15.9242
600335.SH,2015/6/30,16.7384
600337.SH,2015/6/30,9.3117
600339.SH,2015/6/30,-41.2934
600340.SH,2015/6/30,36.8113
600345.SH,2015/6/30,2.7942
600346.SH,2015/6/30,-43.4209
600348.SH,2015/6/30,6.5469
600350.SH,2015/6/30,12.2995
600351.SH,2015/6/30,11.9589
600352.SH,2015/6/30,22.2126
600353.SH,2015/6/30,3.4168
600356.SH,2015/6/30,4.3711
600360.SH,2015/6/30,1.8242
600361.SH,2015/6/30,1.6382
600362.SH,2015/6/30,5.5365
600363.SH,2015/6/30,8.5385
600366.SH,2015/6/30,8.3422
600367.SH,2015/6/30,1.5714
600368.SH,2015/6/30,0.4627
600369.SH,2015/6/30,19.5355
600370.SH,2015/6/30,1.3853
600371.SH,2015/6/30,7.8571
600372.SH,2015/6/30,9.158
600373.SH,2015/6/30,9.9907
600376.SH,2015/6/30,12.0139
600377.SH,2015/6/30,14.0503
600378.SH,2015/6/30,9.1643
600379.SH,2015/6/30,4.2535
600380.SH,2015/6/30,10.255
600382.SH,2015/6/30,5.9126
600383.SH,2015/6/30,13.8457
600386.SH,2015/6/30,11.0364
600387.SH,2015/6/30,7.799
600388.SH,2015/6/30,15.5123
600389.SH,2015/6/30,4.0642
600395.SH,2015/6/30,1.0597
600398.SH,2015/6/30,40.1868
600400.SH,2015/6/30,4.9527
600403.SH,2015/6/30,-2.3665
600406.SH,2015/6/30,11.0704
600409.SH,2015/6/30,8.1199
600410.SH,2015/6/30,3.6734
600415.SH,2015/6/30,4.9183
600418.SH,2015/6/30,8.3567
600420.SH,2015/6/30,17.1041
600422.SH,2015/6/30,17.1317
600425.SH,2015/6/30,-1.4308
600426.SH,2015/6/30,13.1294
600428.SH,2015/6/30,8.3957
600433.SH,2015/6/30,2.7037
600435.SH,2015/6/30,1.6622
600436.SH,2015/6/30,15.7363
600438.SH,2015/6/30,14.9852
600439.SH,2015/6/30,6.8441
600446.SH,2015/6/30,16.9027
600449.SH,2015/6/30,2.8124
600452.SH,2015/6/30,27.2576
600456.SH,2015/6/30,-1.1231
600458.SH,2015/6/30,7.3763
600459.SH,2015/6/30,4.7118
600460.SH,2015/6/30,6.8976
600461.SH,2015/6/30,9.5219
600463.SH,2015/6/30,3.2001
600467.SH,2015/6/30,1.1381
600468.SH,2015/6/30,9.3535
600469.SH,2015/6/30,10.173
600475.SH,2015/6/30,5.9941
600477.SH,2015/6/30,5.3188
600479.SH,2015/6/30,9.2682
600480.SH,2015/6/30,7.4471
600481.SH,2015/6/30,17.9047
600482.SH,2015/6/30,7.9995
600483.SH,2015/6/30,13.7158
600486.SH,2015/6/30,15.388
600487.SH,2015/6/30,9.6059
600488.SH,2015/6/30,4.1168
600489.SH,2015/6/30,-1.7094
600491.SH,2015/6/30,7.3018
600493.SH,2015/6/30,1.9274
600495.SH,2015/6/30,4.2795
600496.SH,2015/6/30,8.0557
600497.SH,2015/6/30,1.897
600498.SH,2015/6/30,9.1128
600499.SH,2015/6/30,11.8847
600500.SH,2015/6/30,8.261
600501.SH,2015/6/30,3.8587
600502.SH,2015/6/30,8.8303
600503.SH,2015/6/30,0.7106
600505.SH,2015/6/30,6.5478
600507.SH,2015/6/30,19.8708
600508.SH,2015/6/30,-0.0141
600509.SH,2015/6/30,7.905
600510.SH,2015/6/30,3.9222
600511.SH,2015/6/30,18.3494
600512.SH,2015/6/30,0.7577
600513.SH,2015/6/30,6.1123
600517.SH,2015/6/30,15.5875
600518.SH,2015/6/30,15.4318
600519.SH,2015/6/30,26.1126
600521.SH,2015/6/30,11.139
600522.SH,2015/6/30,8.7399
600523.SH,2015/6/30,8.6682
600525.SH,2015/6/30,13.7446
600527.SH,2015/6/30,-2.3937
600528.SH,2015/6/30,3.7682
600529.SH,2015/6/30,6.0489
600530.SH,2015/6/30,6.4521
600531.SH,2015/6/30,1.3432
600533.SH,2015/6/30,1.5797
600535.SH,2015/6/30,21.306
600536.SH,2015/6/30,1.6249
600545.SH,2015/6/30,2.8706
600546.SH,2015/6/30,-28.2924
600547.SH,2015/6/30,6.2352
600548.SH,2015/6/30,9.0576
600549.SH,2015/6/30,4.5837
600551.SH,2015/6/30,10.5087
600557.SH,2015/6/30,13.2376
600558.SH,2015/6/30,3.3596
600559.SH,2015/6/30,9.3984
600560.SH,2015/6/30,1.6904
600561.SH,2015/6/30,8.7309
600562.SH,2015/6/30,16.4077
600563.SH,2015/6/30,17.3429
600565.SH,2015/6/30,9.935
600566.SH,2015/6/30,25.7487
600567.SH,2015/6/30,2.3975
600570.SH,2015/6/30,21.0795
600571.SH,2015/6/30,16.0325
600572.SH,2015/6/30,15.3596
600573.SH,2015/6/30,3.3888
600577.SH,2015/6/30,4.9738
600578.SH,2015/6/30,16.3105
600580.SH,2015/6/30,12.777
600582.SH,2015/6/30,11.8642
600583.SH,2015/6/30,19.3251
600584.SH,2015/6/30,6.0745
600585.SH,2015/6/30,14.5719
600586.SH,2015/6/30,-8.0784
600587.SH,2015/6/30,9.6774
600588.SH,2015/6/30,10.5912
600589.SH,2015/6/30,0.7908
600590.SH,2015/6/30,5.1102
600592.SH,2015/6/30,1.9797
600594.SH,2015/6/30,10.668
600596.SH,2015/6/30,-1.7789
600597.SH,2015/6/30,14.2612
600598.SH,2015/6/30,7.4403
600600.SH,2015/6/30,11.1701
600601.SH,2015/6/30,4.7012
600602.SH,2015/6/30,5.6156
600604.SH,2015/6/30,-0.4216
600605.SH,2015/6/30,2.4924
600606.SH,2015/6/30,10.7052
600611.SH,2015/6/30,6.2446
600612.SH,2015/6/30,23.5231
600616.SH,2015/6/30,2.515
600618.SH,2015/6/30,-27.8702
600619.SH,2015/6/30,3.2976
600620.SH,2015/6/30,1.8166
600621.SH,2015/6/30,11.5707
600622.SH,2015/6/30,8.6847
600623.SH,2015/6/30,34.4023
600624.SH,2015/6/30,4.0923
600626.SH,2015/6/30,5.6351
600628.SH,2015/6/30,5.4533
600633.SH,2015/6/30,13.4997
600635.SH,2015/6/30,10.6892
600636.SH,2015/6/30,-3.1904
600637.SH,2015/6/30,9.2782
600638.SH,2015/6/30,5.3884
600639.SH,2015/6/30,5.4337
600640.SH,2015/6/30,3.4531
600641.SH,2015/6/30,8.4552
600642.SH,2015/6/30,10.6552
600643.SH,2015/6/30,10.3939
600648.SH,2015/6/30,9.7906
600649.SH,2015/6/30,21.482
600650.SH,2015/6/30,5.8707
600651.SH,2015/6/30,3.8764
600655.SH,2015/6/30,14.0213
600657.SH,2015/6/30,9.6466
600658.SH,2015/6/30,4.4958
600660.SH,2015/6/30,15.8928
600662.SH,2015/6/30,6.7328
600663.SH,2015/6/30,14.1153
600665.SH,2015/6/30,6.075
600667.SH,2015/6/30,0.0179
600668.SH,2015/6/30,10.049
600673.SH,2015/6/30,4.337
600674.SH,2015/6/30,26.124
600675.SH,2015/6/30,-33.5008
600676.SH,2015/6/30,9.3472
600682.SH,2015/6/30,23.64
600683.SH,2015/6/30,2.5696
600684.SH,2015/6/30,10.538
600685.SH,2015/6/30,1.2218
600686.SH,2015/6/30,8.9941
600688.SH,2015/6/30,6.4325
600690.SH,2015/6/30,21.626
600694.SH,2015/6/30,17.2275
600697.SH,2015/6/30,18.0992
600702.SH,2015/6/30,0.4292
600703.SH,2015/6/30,14.6446
600704.SH,2015/6/30,19.8684
600705.SH,2015/6/30,11.3993
600708.SH,2015/6/30,50.9694
600710.SH,2015/6/30,-22.1166
600711.SH,2015/6/30,4.7411
600712.SH,2015/6/30,0.9257
600713.SH,2015/6/30,8.2544
600717.SH,2015/6/30,8.724
600718.SH,2015/6/30,3.8454
600719.SH,2015/6/30,2.6469
600720.SH,2015/6/30,5.342
600724.SH,2015/6/30,-11.1941
600729.SH,2015/6/30,10.0828
600736.SH,2015/6/30,3.0957
600737.SH,2015/6/30,0.0323
600741.SH,2015/6/30,19.708
600742.SH,2015/6/30,13.5299
600743.SH,2015/6/30,14.7848
600748.SH,2015/6/30,8.0992
600750.SH,2015/6/30,14.4928
600754.SH,2015/6/30,7.1337
600755.SH,2015/6/30,10.2601
600756.SH,2015/6/30,10.2559
600757.SH,2015/6/30,5.1147
600758.SH,2015/6/30,-18.3896
600761.SH,2015/6/30,10.7491
600764.SH,2015/6/30,0.9058
600765.SH,2015/6/30,2.1432
600773.SH,2015/6/30,3.1009
600774.SH,2015/6/30,3.8698
600775.SH,2015/6/30,4.8367
600776.SH,2015/6/30,6.772
600779.SH,2015/6/30,-18.3849
600782.SH,2015/6/30,3.6458
600783.SH,2015/6/30,9.935
600784.SH,2015/6/30,0.5572
600785.SH,2015/6/30,6.2816
600787.SH,2015/6/30,8.2321
600789.SH,2015/6/30,-4.1105
600790.SH,2015/6/30,8.6961
600791.SH,2015/6/30,4.1364
600794.SH,2015/6/30,5.7462
600795.SH,2015/6/30,12.3988
600797.SH,2015/6/30,-4.619
600798.SH,2015/6/30,0.6461
600801.SH,2015/6/30,8.4111
600802.SH,2015/6/30,-6.7792
600803.SH,2015/6/30,20.9622
600805.SH,2015/6/30,13.2392
600808.SH,2015/6/30,-1.2979
600809.SH,2015/6/30,6.5738
600810.SH,2015/6/30,-0.1884
600812.SH,2015/6/30,1.2064
600814.SH,2015/6/30,12.0859
600819.SH,2015/6/30,-1.8049
600820.SH,2015/6/30,8.6528
600823.SH,2015/6/30,12.5104
600824.SH,2015/6/30,10.3544
600825.SH,2015/6/30,2.3027
600826.SH,2015/6/30,23.5867
600827.SH,2015/6/30,8.8489
600828.SH,2015/6/30,7.0872
600830.SH,2015/6/30,4.7915
600831.SH,2015/6/30,6.9445
600833.SH,2015/6/30,5.1191
600834.SH,2015/6/30,6.7055
600835.SH,2015/6/30,13.7607
600837.SH,2015/6/30,14.6169
600838.SH,2015/6/30,7.6972
600839.SH,2015/6/30,0.3535
600841.SH,2015/6/30,3.4331
600845.SH,2015/6/30,13.1482
600846.SH,2015/6/30,9.8743
600850.SH,2015/6/30,18.4151
600851.SH,2015/6/30,7.6889
600853.SH,2015/6/30,2.3882
600855.SH,2015/6/30,2.4539
600857.SH,2015/6/30,7.7075
600858.SH,2015/6/30,3.8891
600859.SH,2015/6/30,9.4979
600861.SH,2015/6/30,4.2277
600863.SH,2015/6/30,9.222
600864.SH,2015/6/30,7.4362
600865.SH,2015/6/30,9.1957
600867.SH,2015/6/30,18.0735
600868.SH,2015/6/30,-3.7401
600872.SH,2015/6/30,9.9879
600873.SH,2015/6/30,8.5672
600874.SH,2015/6/30,8.129
600875.SH,2015/6/30,2.6659
600880.SH,2015/6/30,5.459
600883.SH,2015/6/30,11.8377
600884.SH,2015/6/30,16.8768
600885.SH,2015/6/30,18.2751
600886.SH,2015/6/30,25.5791
600887.SH,2015/6/30,24.0045
600888.SH,2015/6/30,-13.6829
600889.SH,2015/6/30,0.5545
600893.SH,2015/6/30,7.545
600894.SH,2015/6/30,15.5403
600895.SH,2015/6/30,8.3904
600897.SH,2015/6/30,14.7484
600900.SH,2015/6/30,15.9574
600908.SH,2015/6/30,13.8888
600917.SH,2015/6/30,11.6168
600958.SH,2015/6/30,21.7837
600959.SH,2015/6/30,6.7844
600960.SH,2015/6/30,2.1221
600963.SH,2015/6/30,-0.5058
600965.SH,2015/6/30,15.8058
600966.SH,2015/6/30,1.2317
600967.SH,2015/6/30,-1.9791
600969.SH,2015/6/30,6.9631
600970.SH,2015/6/30,2.386
600971.SH,2015/6/30,-8.8486
600973.SH,2015/6/30,6.3671
600976.SH,2015/6/30,10.6499
600979.SH,2015/6/30,-5.6424
600981.SH,2015/6/30,91.8309
600982.SH,2015/6/30,5.3766
600983.SH,2015/6/30,7.0326
600985.SH,2015/6/30,7.4539
600987.SH,2015/6/30,19.3063
600990.SH,2015/6/30,9.0807
600992.SH,2015/6/30,1.4013
600993.SH,2015/6/30,12.6029
600995.SH,2015/6/30,6.98
600997.SH,2015/6/30,-2.6338
600998.SH,2015/6/30,7.3863
600999.SH,2015/6/30,20.5155
601000.SH,2015/6/30,11.5323
601003.SH,2015/6/30,-13.0658
601006.SH,2015/6/30,17.071
601007.SH,2015/6/30,2.8589
601008.SH,2015/6/30,2.6376
601009.SH,2015/6/30,14.3479
601010.SH,2015/6/30,10.6703
601012.SH,2015/6/30,5.7538
601016.SH,2015/6/30,6.9205
601018.SH,2015/6/30,8.6612
601038.SH,2015/6/30,4.3339
601058.SH,2015/6/30,5.7696
601069.SH,2015/6/30,1.3743
601088.SH,2015/6/30,9.5088
601098.SH,2015/6/30,15.3327
601099.SH,2015/6/30,18.2925
601100.SH,2015/6/30,1.9804
601101.SH,2015/6/30,1.9677
601107.SH,2015/6/30,8.0402
601111.SH,2015/6/30,12.4862
601116.SH,2015/6/30,5.8318
601117.SH,2015/6/30,10.1917
601118.SH,2015/6/30,-3.3903
601126.SH,2015/6/30,9.3146
601137.SH,2015/6/30,3.5219
601139.SH,2015/6/30,9.6788
601158.SH,2015/6/30,11.1333
601166.SH,2015/6/30,17.1358
601168.SH,2015/6/30,1.8934
601169.SH,2015/6/30,16.2814
601177.SH,2015/6/30,0.4664
601179.SH,2015/6/30,4.2849
601186.SH,2015/6/30,12.5623
601188.SH,2015/6/30,6.6624
601198.SH,2015/6/30,15.9147
601199.SH,2015/6/30,10.7018
601208.SH,2015/6/30,6.4465
601211.SH,2015/6/30,15.6021
601216.SH,2015/6/30,10.9275
601222.SH,2015/6/30,9.1017
601225.SH,2015/6/30,-2.4713
601226.SH,2015/6/30,9.8403
601229.SH,2015/6/30,14.1488
601231.SH,2015/6/30,9.3324
601233.SH,2015/6/30,6.4239
601238.SH,2015/6/30,8.808
601288.SH,2015/6/30,16.0439
